,Monto,TIN,Pagos,Cancelacion,fees_terceros,fees_rappels,fees_apertura,non_fin_fees,op_exp,EL,RWA,ITR,Cluster,Mes
13,248101,0.07692234085481503,19,7,336.3610069712432,301.80545948831855,1111.3041168761445,0.02545615436160617,0.0019308988390573034,0.0007713428745699073,8500.0,0.005231127935234905,auto_nuevo,1
14,246877,0.0869722826453674,67,9,490.65701870900944,287.9417219695356,1066.2380943670983,0.002293015889325399,0.0013498209827059412,0.0022328759374842023,8500.0,0.005231127935234905,auto_nuevo,1
15,242918,0.10358225786395812,26,5,420.0647393751474,422.6627991869909,1858.526881600849,0.02480575743641584,0.0024345105878638505,0.0033665836535912742,8500.0,0.005231127935234905,auto_nuevo,1
16,260247,0.08708134160023163,76,7,395.60421002547236,457.0742391623892,1337.0960513929463,0.009347415981121298,0.001117648102924159,0.0043033236140981035,8500.0,0.005231127935234905,auto_nuevo,1
17,261719,0.08445781869978349,42,8,484.9889428046971,285.67836933120907,1333.9792519012735,0.01768391293476956,0.0008765531492766525,0.0032076415490360733,8500.0,0.005231127935234905,auto_nuevo,1
18,245407,0.09551372392162291,48,7,466.81715434708445,294.40230798397226,1451.6974582645348,0.004271671430472478,0.0003740257417932108,0.002824311734294094,8500.0,0.005231127935234905,auto_nuevo,1
19,245280,0.07394248731481098,66,6,262.9587446724451,324.60280889323093,814.4114430247022,0.013175080194755984,0.002888154843505579,0.0015383661287414804,8500.0,0.005231127935234905,auto_nuevo,1
20,246456,0.07998157257645411,42,7,514.3463594075367,303.8459377285909,222.4383109547589,0.015156837211828237,0.0014513062289219269,0.0043410805771149545,8500.0,0.005231127935234905,auto_nuevo,1
21,253919,0.07645985485677079,73,7,294.1247620540088,339.3130730063003,777.4760975019973,0.007605777360608109,0.0007173160800119968,0.004235247811844646,8500.0,0.005231127935234905,auto_nuevo,1
22,248473,0.09390346784174465,41,8,425.0591630403404,245.89754144898353,1124.5464085241556,0.0077062562416768425,0.0021935753157039536,0.0038330772653573466,8500.0,0.005231127935234905,auto_nuevo,1
23,244086,0.06360328891122712,6,6,465.78309762109774,236.01576442832908,526.313757830949,0.010510622872315634,0.0006865045052601382,0.0025723463191125707,8500.0,0.005231127935234905,auto_nuevo,1
24,247399,0.06896330268457007,54,5,419.42623059897926,340.19792352470654,1084.8616316280777,0.01446758105728606,0.0005832545189043966,0.0021950688357829777,8500.0,0.005462255870469809,auto_nuevo,1
25,252754,0.06611294210513621,62,6,403.36720742586607,352.83262656767045,86.73285724898597,0.02157558945800169,0.0020720891318745556,0.0006680536416124143,8500.0,0.005462255870469809,auto_nuevo,1
26,243770,0.09864443918706838,70,6,419.4701159195893,240.3730713165018,1604.1720583944686,0.0034422263839969753,0.003147290497499746,0.0018023563481979457,8500.0,0.005462255870469809,auto_nuevo,1
27,245719,0.0727992684222914,38,4,415.8935259666374,102.21339018811005,876.6855652421859,0.0020798938632478406,0.0015512929613307293,0.0040342058158026745,8500.0,0.005462255870469809,auto_nuevo,1
28,259527,0.0811817286625871,32,7,477.8825602768917,297.8755261102403,1061.2756922442748,0.01970537133729741,0.0018715842087392947,0.0038104797567587627,8500.0,0.005462255870469809,auto_nuevo,1
29,254762,0.07644255719991308,38,6,396.36426082467665,344.1748550313116,110.28276274840641,0.026531561268000353,0.002019155370065051,0.0006437982395685743,8500.0,0.005462255870469809,auto_nuevo,1
30,250292,0.08401463425469093,58,9,323.5850005292624,327.57222519412636,1145.32280351312,0.002937393831402138,0.002834686480550008,0.0018019591060334157,8500.0,0.005462255870469809,auto_nuevo,1
31,257202,0.07813451145935797,39,8,430.717800937195,192.54554795556288,1097.5256800421644,0.002753454405205599,0.001373128185359427,0.0025787363257474575,8500.0,0.005462255870469809,auto_nuevo,1
32,249057,0.08292800575741649,67,5,317.38258596113167,450.8418394485645,258.1673282370524,0.016216808829232827,0.0010068635766818804,0.0032534187655007384,8500.0,0.005462255870469809,auto_nuevo,1
33,255981,0.07886255316003275,62,7,441.9058910498968,361.23839272244,79.26199929735299,0.0123806518851964,5.931081782595423e-05,0.00215508497038863,8500.0,0.005462255870469809,auto_nuevo,1
34,244357,0.07351202989327262,48,5,587.3635375285714,177.16347486421648,742.8317752239843,0.0022585945380554496,0.000579510040149173,0.004095710024007071,8500.0,0.005462255870469809,auto_nuevo,1
35,244007,0.07749942675532845,69,10,373.941112853944,283.8567901469938,1147.4659625041668,0.026178472511265267,0.00046733071925347835,0.002922334104464933,8500.0,0.005462255870469809,auto_nuevo,1
36,257171,0.06954229568444749,62,5,552.8307142496662,375.2399744927982,1251.0063991995546,0.006734880827519048,0.0015479419507295178,0.004466686487943137,8500.0,0.005693383805704714,auto_nuevo,1
37,248677,0.07471318500372905,29,10,469.49556414855545,242.5599511956771,998.5572268039869,0.008042370447659247,0.0019124187570116386,0.0005796893266990294,8500.0,0.005693383805704714,auto_nuevo,1
38,244655,0.07865203604945356,54,7,356.40120895675915,419.72576932270465,854.5632864681094,0.00011618755424954146,0.0028574426671477762,0.004945392727767753,8500.0,0.005693383805704714,auto_nuevo,1
39,250454,0.08680727928381114,56,8,318.2320393492803,320.644108185207,79.78752601707777,0.006099190394433086,0.002140699649617088,0.0027029124311148496,8500.0,0.005693383805704714,auto_nuevo,1
40,254567,0.093422052444846,59,9,503.8816612919617,176.96723791648606,1342.6784743071578,0.008512562299977397,0.00042483442763943647,0.0031294663961456536,8500.0,0.005693383805704714,auto_nuevo,1
41,245888,0.07790493325022432,63,6,321.4141737047666,378.05905061040255,839.4562611477954,0.007122521661225286,0.0001595979206847173,0.0037320169692749566,8500.0,0.005693383805704714,auto_nuevo,1
42,253363,0.07016336754809277,39,4,505.4373182138354,137.21500837680188,1801.3978338915272,0.009431334774079602,0.0006708780083426569,0.002301042991426943,8500.0,0.005693383805704714,auto_nuevo,1
43,248666,0.08553596904698682,44,10,317.1749532635013,297.4556773491784,1120.8591264665245,0.005160132837241389,0.001473198720950163,0.003911167099145407,8500.0,0.005693383805704714,auto_nuevo,1
44,254003,0.07991935303337085,20,8,471.7502705611609,270.7275268438858,1037.2253256113127,0.0041883601989520895,0.0015976315537352744,0.0036871291377064924,8500.0,0.005693383805704714,auto_nuevo,1
45,248066,0.09922371647191208,67,9,349.95937134020255,370.3013879904205,1256.9571138159993,0.007216332048849641,0.0008949845477822897,0.0049287392350479,8500.0,0.005693383805704714,auto_nuevo,1
46,254049,0.0937071786068748,32,6,81.46943792745424,405.99723121268084,1561.087001674376,0.0014071996426330557,0.00032831696600659844,0.001879784804161997,8500.0,0.005693383805704714,auto_nuevo,1
47,245193,0.09302574371301789,58,9,227.72061089867975,472.9831086566455,1567.3812527007672,0.008226355083405051,0.0023456144196800435,0.0024806178109653193,8500.0,0.005693383805704714,auto_nuevo,1
48,254168,0.06957152331715204,76,5,438.6978203533886,435.5362548149608,978.2086357299527,0.016645232389060113,0.0015354673915685465,0.0021690263279496927,8500.0,0.005924511740939618,auto_nuevo,1
49,249634,0.07530979375195798,47,9,293.52737800562556,120.5396806760591,866.197370523498,0.0028868027759078874,0.001442035596056497,0.0016149614845421946,8500.0,0.005924511740939618,auto_nuevo,1
50,253860,0.07903075886821519,48,5,471.9867578878614,172.3119524497169,529.8213973531249,0.01042879428918061,0.0021999208911359595,0.005046653289404661,8500.0,0.005924511740939618,auto_nuevo,1
51,240652,0.07307688461382625,67,6,449.7354245699623,197.42824152804093,1042.418829297956,0.008705086025612574,0.0023556941578854566,0.002483340798319411,8500.0,0.005924511740939618,auto_nuevo,1
52,244931,0.10240848772282536,31,4,451.44105350293796,159.16504276062838,1148.8548468203828,0.012836784260689474,0.0022729487509148658,0.002259118962341377,8500.0,0.005924511740939618,auto_nuevo,1
53,246629,0.08844953653618005,36,8,521.5588241952508,285.78500789404023,1220.491414236952,0.006458974117365212,0.00017068145211572507,0.0032668170323074284,8500.0,0.005924511740939618,auto_nuevo,1
54,253521,0.07593324807964198,62,12,427.3460926115637,399.3702816642235,792.1647295154506,0.004645371477172749,0.001705324055292553,0.0022770849099153145,8500.0,0.005924511740939618,auto_nuevo,1
55,249201,0.08031590121426274,59,9,350.83028108545113,205.7207671687196,1724.8718336077957,0.0005352956983115109,0.002156445413175226,0.004356917581072866,8500.0,0.005924511740939618,auto_nuevo,1
56,247959,0.08181618635562883,67,12,372.85790858749164,265.50035395848903,234.45751795151148,0.014649685043144003,0.0004000952656455374,0.0027206603655567214,8500.0,0.005924511740939618,auto_nuevo,1
57,248928,0.07376981327701586,70,11,226.89177108277124,524.599639742919,324.97757028690376,0.01865370807209902,0.0019669185652336687,0.003154727710620179,8500.0,0.005924511740939618,auto_nuevo,1
58,248033,0.06804815559856803,29,6,351.38927111206607,488.6954801907849,466.3623273560755,0.007196301279141895,0.0015723913617827741,0.0018247577875066482,8500.0,0.005924511740939618,auto_nuevo,1
59,251650,0.0699126557418593,101,10,402.4552448465247,243.0538538446958,296.1995399862592,0.007301576817470176,0.0012455744618055271,0.004143810030641803,8500.0,0.005924511740939618,auto_nuevo,1
60,246215,0.08187595406623954,72,5,508.1201486379852,349.17422876038086,1436.2090727396408,0.0038579712630246728,0.0010130399713610997,0.0036911289935252956,8500.0,0.006155639676174523,auto_nuevo,1
61,240952,0.07738035792481351,46,6,508.75394005609235,442.87936593603655,1467.001736714148,0.00358242212847112,0.0011884194824488647,0.0036722394845340473,8500.0,0.006155639676174523,auto_nuevo,1
62,254977,0.08016994468543659,52,10,451.3334905750114,266.7136625568191,1258.7442364014573,0.00796265045108461,0.0006439456139416948,0.004833128801250883,8500.0,0.006155639676174523,auto_nuevo,1
63,241713,0.06743696629683131,22,10,462.77840951096596,302.5596895545281,1259.0275349700496,0.01636577792430849,8.710843108141646e-05,0.003153876889918683,8500.0,0.006155639676174523,auto_nuevo,1
64,245207,0.09938773048421923,48,4,422.2100332638479,350.2419011912732,1638.2500307555438,0.009723375621711288,0.0017222152670772787,0.0029221908842970382,8500.0,0.006155639676174523,auto_nuevo,1
65,255751,0.06440260780897351,50,6,503.6119028230015,398.316603379174,873.7702792660388,0.0042841217444471984,0.001883063079538437,0.0026464210267685357,8500.0,0.006155639676174523,auto_nuevo,1
66,251455,0.0772755924667615,95,6,336.1335202244105,437.1093342406424,1106.485881163757,0.007607446709507972,0.0009382629699164034,0.0018620548174149017,8500.0,0.006155639676174523,auto_nuevo,1
67,249545,0.07227449471786611,36,6,361.552893143149,468.0133333650981,593.8857035109402,0.005452810774794243,0.0010385713742422141,0.0037257101351774245,8500.0,0.006155639676174523,auto_nuevo,1
68,242061,0.0736622199651315,48,8,407.5084078091557,161.2049727966655,1630.1429715824556,0.017123137621658954,0.00045581607606465355,0.0010402406311258708,8500.0,0.006155639676174523,auto_nuevo,1
69,248902,0.07591227798024565,42,11,354.89722731757024,376.5759257459655,1072.4174349468324,0.011565479001047067,0.000489367473982833,0.001985301261989934,8500.0,0.006155639676174523,auto_nuevo,1
70,249906,0.07246972426738377,61,7,271.8759348355385,297.447517308861,1513.9622588064756,0.0050179252766488144,0.0010854482631683995,0.001598696624895616,8500.0,0.006155639676174523,auto_nuevo,1
71,237449,0.10063163196953973,56,8,417.9450880393551,304.6509443513988,1041.3612946860312,0.010834523907266793,0.0035333561652399876,0.002421422354267489,8500.0,0.006155639676174523,auto_nuevo,1
72,261904,0.08736212181991293,74,7,308.41094745370617,233.9008674547662,852.6026710049639,0.013953507159440307,0.0019815245562822973,0.005402870720750637,8500.0,0.006386767611409427,auto_nuevo,1
73,245219,0.07465239464505481,25,5,310.3934151671866,315.51563979285856,56.5149810219898,0.005854377538089913,0.0018240237437467447,0.0025717067077169545,8500.0,0.006386767611409427,auto_nuevo,1
74,244179,0.08659050721739765,62,7,548.5354704265434,450.7134567756259,1602.198851820231,0.013060217675008753,0.001539229724147595,0.0031544086458831846,8500.0,0.006386767611409427,auto_nuevo,1
75,247489,0.08009668685525942,38,5,280.2589188576341,367.65509239293925,1020.9196092002298,0.0054948186421290065,0.002485646251615777,0.0018893131995380767,8500.0,0.006386767611409427,auto_nuevo,1
76,248103,0.06964753401586313,13,8,427.60769552014466,140.45926242838297,853.8327899348793,0.01619270893009075,0.0006384781089707037,0.002757949410624609,8500.0,0.006386767611409427,auto_nuevo,1
77,247841,0.08577741111787014,32,11,469.2036119698986,240.99613686345802,1076.2824637916997,0.011330778244605964,0.0023177170803081485,0.0022132257339230613,8500.0,0.006386767611409427,auto_nuevo,1
78,259328,0.07540551733065462,31,5,613.9274288120832,484.74928244908324,479.3801440531047,0.0008940380168029356,0.001023277260537549,0.0028803537549284127,8500.0,0.006386767611409427,auto_nuevo,1
79,252069,0.07726044507884344,43,8,347.8182318333765,319.816911385297,831.716316371869,0.010611043722181034,0.0009655138115346633,0.0010425941969267197,8500.0,0.006386767611409427,auto_nuevo,1
80,255116,0.07809803398088688,69,10,383.3608501054739,428.2973737506943,1616.9167882694333,0.004280489297766227,0.0019882433338332815,0.0014037676898532526,8500.0,0.006386767611409427,auto_nuevo,1
81,246624,0.0681567840897923,58,10,307.7094171874494,304.81637288159806,721.5638409161602,0.0024487336861323504,0.003034514963857025,0.0013713920071601467,8500.0,0.006386767611409427,auto_nuevo,1
82,257068,0.09131664146624462,59,6,319.8335844256404,188.12415145403054,426.04789313053436,0.0027145625778772723,0.0030788920082738492,0.003878858617915987,8500.0,0.006386767611409427,auto_nuevo,1
83,255576,0.09124680786733205,69,7,399.0100187918488,200.8188864125512,1854.4581873113216,0.0027765311073893323,0.0024340356626657103,0.0034243083449165654,8500.0,0.006386767611409427,auto_nuevo,1
84,252658,0.08859658385391078,39,14,356.9829363433877,407.497876476007,1634.5188989893372,0.007560060041089656,0.00213368413791744,0.002522422072670338,8500.0,0.006617895546644332,auto_nuevo,1
85,250236,0.07625597298235047,71,6,415.9160171299527,268.58816151889704,1508.0753415848517,0.00431334790543824,0.001221759474216175,0.002791986450979108,8500.0,0.006617895546644332,auto_nuevo,1
86,243914,0.08044734485108508,74,7,404.83447294902464,366.06222486055213,1584.251255728857,0.007121141462055589,0.004065687141796316,0.003941258029220793,8500.0,0.006617895546644332,auto_nuevo,1
87,256506,0.08399335498112195,52,7,555.0019488368714,158.9572858392781,772.7626760222553,0.006616550620684718,0.002948894434306684,0.00462263728657963,8500.0,0.006617895546644332,auto_nuevo,1
88,258449,0.06937436668238028,68,10,375.0878426200142,535.1684637634796,294.3232752622755,0.012556027877595365,0.0017880043550895905,0.00270123238408266,8500.0,0.006617895546644332,auto_nuevo,1
89,247325,0.09548304597586664,70,8,503.56476086786967,187.43057200586608,1481.4780659095716,0.004493601398735959,0.0018720514624179837,0.0022202900608390822,8500.0,0.006617895546644332,auto_nuevo,1
90,255577,0.07982258598155496,54,7,337.3369919390111,394.1362379109462,628.2649877193617,0.0013265378703116943,0.003426077213528808,0.002512448231060396,8500.0,0.006617895546644332,auto_nuevo,1
91,249529,0.09054389085251577,46,8,460.0292106368687,364.70882477961504,1156.1383175983633,0.04424572899151997,0.001574604269518136,0.003124868661424364,8500.0,0.006617895546644332,auto_nuevo,1
92,250797,0.07225537470501242,23,7,388.69886823692576,194.2531297527493,965.4281785870344,0.029028341023171207,0.0003216920827433722,0.0028815413647793275,8500.0,0.006617895546644332,auto_nuevo,1
93,240038,0.07969758099464758,32,7,313.4380044685438,291.90456392882044,1125.9915604181372,0.004154402267728343,5.420581507818798e-06,0.0033016749778480787,8500.0,0.006617895546644332,auto_nuevo,1
94,254622,0.06884389449614682,58,6,462.26710565472536,382.79140410048245,698.4660702359658,0.0024370076350606965,0.0020216508505464586,0.0031543622160265885,8500.0,0.006617895546644332,auto_nuevo,1
95,253037,0.09138915379640533,2,10,572.3459828250368,233.6060002687991,742.7112071122733,0.016011224786646724,0.002913818942064896,0.0025414434808596798,8500.0,0.006617895546644332,auto_nuevo,1
96,253925,0.06955769671068401,47,8,422.5863359964885,314.488771881265,1390.0197578840675,0.017799933773137964,0.0016598645131990332,0.0034117604299303034,8500.0,0.006849023481879236,auto_nuevo,1
97,248304,0.06534687081254492,57,6,395.8640354933472,231.5712915154355,745.0530083586073,0.0018157827779036947,0.0025251652996395287,0.003457506906841877,8500.0,0.006849023481879236,auto_nuevo,1
98,246426,0.06929866189261313,96,8,436.3860979745657,416.0084118855601,657.7224643191212,0.009359807396035015,0.0013812822126209124,0.0024158856428743063,8500.0,0.006849023481879236,auto_nuevo,1
99,248526,0.07325599104289301,44,5,569.0241745951208,230.4575610836592,959.3481601307409,0.010207646987898679,0.00042726682336670114,0.002755140322631559,8500.0,0.006849023481879236,auto_nuevo,1
100,245512,0.09421939749749576,90,8,296.13829521567243,384.7938561357686,906.6475479194512,0.009500568359522243,0.0010968415403653825,0.0034854816978972156,8500.0,0.006849023481879236,auto_nuevo,2
101,249005,0.05637135647298575,52,8,397.3144455160428,379.738333850872,675.7135245964615,5.2903204740213476e-05,0.000536670094770151,0.0022711510411338506,8500.0,0.006849023481879236,auto_nuevo,2
102,249238,0.0986354846614327,27,7,333.01548223917985,288.2168335346982,460.21062566519083,0.007109021311776664,0.0006171955820328844,0.0015477075552073746,8500.0,0.006849023481879236,auto_nuevo,2
103,254953,0.0664225714218131,36,10,472.940912846565,299.39521214660095,427.6546158824817,0.012682566303711472,7.043199983497342e-05,0.002142221097815976,8500.0,0.006849023481879236,auto_nuevo,2
104,245108,0.08516868318411412,57,6,473.1503099344966,253.61747571461706,1143.767683398299,0.0013545549869278233,0.0014543285966825976,0.003067210781962257,8500.0,0.006849023481879236,auto_nuevo,2
105,248973,0.08369208161300526,73,7,302.8117405227481,271.73188657794606,1220.154599499941,0.0022085844476252476,0.001081701480922184,0.003456822854821039,8500.0,0.006849023481879236,auto_nuevo,2
106,252089,0.08688361714818699,31,6,437.7842446641084,226.01755753961282,1445.7279488846732,0.00848085245055492,0.00012856893907711676,0.004117979264368015,8500.0,0.006849023481879236,auto_nuevo,2
107,250216,0.07412095589217588,83,7,402.1962761539593,391.0051453007744,1735.8952809529128,0.01349697284106856,0.00046817036048691783,0.0020635005270816255,8500.0,0.006849023481879236,auto_nuevo,2
108,234286,0.06649237485465939,37,9,490.4120059283003,193.681071911539,1110.7650806828965,0.01105349461168263,0.0006004447331282422,0.004189656103129592,8500.0,0.007080151417114141,auto_nuevo,2
109,250606,0.07825077607846419,37,10,500.8252164348771,141.44697627567857,1328.3200861924174,0.00472719505700381,0.0017473495298211343,0.001632499302979917,8500.0,0.007080151417114141,auto_nuevo,2
110,250434,0.08199727542208692,1,6,403.51923394936546,392.71776565820613,1034.9596059246383,0.011964051381045582,0.00019031052709704674,0.004326935379080859,8500.0,0.007080151417114141,auto_nuevo,2
111,249180,0.09028276626691634,12,5,399.3293717436467,312.5647831027685,1344.9303038075425,0.013327798601588716,0.0012211792559903062,0.002353298751101147,8500.0,0.007080151417114141,auto_nuevo,2
112,253282,0.07901189918326139,22,7,361.69117229387336,93.31835607430733,1125.8368243515993,0.015786614842567995,0.0017970047345982352,0.0017028430363841185,8500.0,0.007080151417114141,auto_nuevo,2
113,258492,0.0888750610549901,56,6,388.29542741172224,294.4918480023347,765.4917470287493,2.1014806275176587e-05,0.0012417632555155346,0.0036191874439320585,8500.0,0.007080151417114141,auto_nuevo,2
114,263807,0.07787193742763658,17,8,176.969412592342,217.8608620187025,1515.6893202824767,0.002624297052111311,0.0007233102585374803,0.0044698931718356715,8500.0,0.007080151417114141,auto_nuevo,2
115,244675,0.07490485748168486,50,8,343.8075956814638,262.4882635077156,971.0083795596676,0.017182657308212376,0.00016223564574156845,0.0038438237136194553,8500.0,0.007080151417114141,auto_nuevo,2
116,255439,0.07099789555883099,62,5,509.92075274830506,257.09532834164645,1560.166266590185,0.0026514580308017593,0.002696455855477623,0.002520303845188616,8500.0,0.007080151417114141,auto_nuevo,2
117,256209,0.08958275610882568,31,3,276.32492952791023,428.1744218667252,818.9331389684178,0.016530378637095625,0.0006508859758773908,0.0030223117310330945,8500.0,0.007080151417114141,auto_nuevo,2
118,248848,0.09044079708194948,40,10,257.2118050496896,230.01734450019393,837.8849951482974,0.0010553293847190533,0.0009293395670913465,0.003349658324958729,8500.0,0.007080151417114141,auto_nuevo,2
119,253573,0.09805149885962015,40,4,494.2699057544215,211.8569541815389,837.0280636150496,0.018338728768364267,0.0008605097957535409,0.003037204408165965,8500.0,0.007080151417114141,auto_nuevo,2
120,248267,0.08136440726721493,32,11,522.5174511469118,345.9210273726451,497.54878824970837,0.014910028039027582,4.257371552012575e-05,0.001296005518399858,8500.0,0.007311279352349045,auto_nuevo,2
121,245289,0.09455939066471492,83,5,267.33552103483896,428.75262276158423,1368.415823017572,0.011584160175164912,0.0008341030929466259,0.00390772421985972,8500.0,0.007311279352349045,auto_nuevo,2
122,256340,0.07249819798727153,51,8,444.3267087108103,256.134016150301,661.4260141748164,0.006747479857550233,0.000164376783160555,0.003957576158037235,8500.0,0.007311279352349045,auto_nuevo,2
123,244630,0.06782280185186487,39,7,513.4382643250894,390.70476220276987,129.94643454247807,0.006564077761217884,0.0006983064043508586,0.003298794703333,8500.0,0.007311279352349045,auto_nuevo,2
124,248710,0.08782813636403122,71,4,394.1360545319904,520.5445015675487,1271.815879525692,0.013361771832514361,0.000351091210632837,0.0022668239275575653,8500.0,0.007311279352349045,auto_nuevo,2
125,250810,0.08149570163736201,40,7,293.88940250517265,402.405900509831,1045.7402648749057,0.01827248281427634,0.0006722237556322557,0.00223476520056392,8500.0,0.007311279352349045,auto_nuevo,2
126,246400,0.07081274741036017,63,7,313.005940978905,341.81800622283225,648.0449625121539,0.006672964267850056,0.0006071365259287384,0.0030116202635786,8500.0,0.007311279352349045,auto_nuevo,2
127,249926,0.08414263384585507,55,11,451.925191243408,153.81916771109837,719.5268100500018,0.01171298230068787,0.0015208048485310427,0.001594636420782155,8500.0,0.007311279352349045,auto_nuevo,2
128,255121,0.08038650696814201,53,6,289.6451969644736,385.56597878565435,1118.223950050675,0.003309416292034822,0.00018436896556861602,0.003661867785855835,8500.0,0.007311279352349045,auto_nuevo,2
129,249004,0.06827754714165467,75,6,456.59469887134065,199.2720989169456,1480.6593825482605,0.007542783702312792,0.001667348777051234,0.004003228601494987,8500.0,0.007311279352349045,auto_nuevo,2
130,258762,0.08550426086724636,10,6,439.50044009038083,304.1435555211367,1106.219348334591,0.0031418907698560605,0.0010778834198473487,0.002830180298365982,8500.0,0.007311279352349045,auto_nuevo,2
131,256391,0.061814091468895174,49,5,408.81186036335845,337.41576098872383,1160.5412760862068,0.009421835196160255,0.0007664489554292328,0.0031281251456629906,8500.0,0.007311279352349045,auto_nuevo,2
132,249950,0.07412191078507495,44,6,432.33130539780393,285.9757484291511,960.744113295056,0.018413071043958357,0.0018409010343948366,0.0025370300384578615,8500.0,0.00754240728758395,auto_nuevo,2
133,237304,0.08033632854649955,45,11,197.48496830330694,371.2640674851699,830.5636354936879,0.006525556294650441,0.0026796990032075295,0.003643122443766425,8500.0,0.00754240728758395,auto_nuevo,2
134,256504,0.07832430883774986,85,10,352.18134971119804,487.69490974289795,614.0997164622534,0.018163797980793487,0.0006787690860904543,0.002097345760070382,8500.0,0.00754240728758395,auto_nuevo,2
135,251794,0.09258804342082952,82,12,350.1647631480223,302.1640874364096,694.0954145655892,0.012247461782996186,0.00019593424871416085,0.001217043492457919,8500.0,0.00754240728758395,auto_nuevo,2
136,247522,0.06459808911482584,27,8,444.8800688996665,342.45365154790625,1094.822610943198,0.0012842862930687931,0.0007546157776354826,0.0037702504795897574,8500.0,0.00754240728758395,auto_nuevo,2
137,244543,0.07848818454288994,46,7,386.8757258455196,273.9134810440845,956.7450257501611,0.0031848240008980288,0.0006634751665481548,0.0030219308676941252,8500.0,0.00754240728758395,auto_nuevo,2
138,243852,0.08988599927106533,58,5,536.5696379820783,247.10295332156545,1520.389875245578,0.0016542166050031977,0.001888126082255524,0.005150033652844741,8500.0,0.00754240728758395,auto_nuevo,2
139,249751,0.084697852967393,99,7,527.9431911636223,401.7934677574364,890.065690138186,0.001314646003799178,8.249000231550516e-05,0.00271013641595154,8500.0,0.00754240728758395,auto_nuevo,2
140,251144,0.08112327066936244,50,9,542.3760764017305,298.4391094905014,764.8917093919542,0.01472845009109046,0.00012478216434594347,0.0029919665841020102,8500.0,0.00754240728758395,auto_nuevo,2
141,255327,0.09154531003315676,46,8,365.91356511384134,235.23036506009646,373.8696669998403,0.011381123884738293,0.002270269681786647,0.0047392192307260435,8500.0,0.00754240728758395,auto_nuevo,2
142,246444,0.07920230097467093,50,9,446.4851405522743,362.9566555446777,510.59595189972106,0.00028256415101536765,0.0013185631034382135,0.003759652213509333,8500.0,0.00754240728758395,auto_nuevo,2
143,250020,0.0666799430833655,69,8,394.8432598001327,348.24802269174046,2056.1705079094245,0.004914392808419292,0.0030452411556478073,0.001963776268549817,8500.0,0.00754240728758395,auto_nuevo,2
144,245764,0.08275670682947266,45,9,483.25989274432504,404.6024902984201,1554.839371448511,0.02651453241681051,0.0006484735867090843,0.004025380166390404,8500.0,0.007773535222818854,auto_nuevo,2
145,252135,0.073309458711912,58,9,299.95568574940694,169.72368251435486,1578.8186011010653,0.0028212071806168085,0.000854368178678435,0.0012033906209489974,8500.0,0.007773535222818854,auto_nuevo,2
